Source,Citations
,"Lee, Hugo Y. H. 2011. Some Remarks on Reconstructing the Prehistoric Linguistic Relationships of the Tai-Kadai Language Family and Its Putative Linguistic Affiliations with Other Language Families: A Review Article, International Review of Social Sciences and Humanities, 1 edn., vol. 2, 163-175. , Clontz, Jack  & Hugo Y.-H. Lee. 2012. Reviewing the prehistoric linguistic relationships of the Tai–Kadai language family and its putative linguistic affiliations: a meta–analysis study and abbreviation edition, Journal of Liberal Arts, 1 edn., vol. 4, 20-38."
,"Lepsius, R. Nubische Grammatik mit einer Einleitung uber die Völker und Sprachen Afrika's."
,"Levy, Richard. 1980. Languages of the Southeast Solomon Islands and the Reconstruction of Proto-Eastern-Oceanic, Austronesian Studies: Papers from the Second Eastern Conference on Austronesian Languages, no. 15 edn., 213-225. Ann Arbor: Center for South and Southeast Asian Studies."
,"Lewis, M. Paul (ed.). 2009. Ethnologue: Languages of the World, 16 edn. http://www.ethnologue.com/home.asp.  (15 February, 2011.)"
,"Li, Fang-Kuei. 1973. Languages and Dialects of China, Journal of Chinese Linguistics, vol. 1, 1-13. Berkeley: Project on Linguistics Analysis."
,"Li, Fang-Kuei. 1977. A Handbook of Comparative Tai, Oceanic Linguistics Special Publications, Oceanic Linguistics, vol. 15. , Li, Fang-Kuei. 1960. A Tentative Classification of Tai Dialects. In Stanley  Diamond (ed.), Culture in History: Essays in Honor of Paul Radin, 951–959. New York: Columbia University Press."
,"Li, Paul Jen-Kuei. 2008. Time perspective of Formosan Aborigines. In Roger  Blench, Marie  Lin, Ilia  Peiros, Malcolm D. Ross & Alicia  Sanchez-Mazas (eds.), Past Human Migrations in East Asia Matching archaeology, linguistics and genetics, 211-218. London and New York: Routledge: Taylor and Francis Group."
,"Li, Paul. . The Internal Relationships of Formosan Languages, Tenth International Conference on Austronesian Linguistics."
,"Lichtenberk, Frank. 1988. The Cristobal-Malaitan Subgroup of Southeast Solomonic. In Oceanic Linguistics, 1/2 edn., vol. 27, 24-62."
,"Lipinski, Edward. 1997. Semitic Languages: Outline of a Comparative Grammar. Leuven: Peeters. ISBN 90-6831-939-6"
,"Lissarrague, Amanda  & Jim  Wafer. 2008. Handbook of Aboriginal Languages of New South Wales and the Australian Capital Territory. Nambucca Heads, NSW: Muurrbay Aboriginal Language and Culture Co-operative Ltd.ISBN 9780977535187"
,"Loukotka, Čestmír. 1968. Languages of the Andean Tribes. In Čestmír  Loukotka, Classification of the South American Indian Languages, 234-278. Los Angeles: Latin American Center. ISBN 67-65490"
,"Lynch, John. 1978. Proto-South Hebridean and Proto-Oceanic, Second International Conference on Comparative Austronesian Linguistics, 96."
,"Lynch, John. 1999. Southern Oceanic linguistic history, Le Pacifique de 5000 à 2000 avant le présent: Suppléments à l'histoire d'une colonisation/The Pacific from 5000 to 2000 BP: Colonisation and transformations, 423-449. Paris: Éditions de IRD (Institut de Recherche pour le Développment). , Lynch, John. 2000. Linguistic subgrouping in Vanuatu and New Caledonia. In Paul  Geraghty & Bill  Palmer (eds.), Sicol Proceedings of the Second International Conference on Oceanic Linguistics: Vol 2, Historical and Descriptive Studies, vol. 2, 155-184. Canberra, Australia: Pacific Linguistics. ISBN 0858834766"
,"Manessy, Gabriel. 1978. Les langues voltaïques. In Daniel  Barreteau (ed.), Inventaire des études linguistiques sur les pays d'Afrique noire d'expression française et sur Madagascar. Paris: Conseil international de la langue française."
,"Marck, Jeffrey C. 1999. Revising Polynesian linguistic subgrouping and its culture history implications. In Roger  Blench & Matthew  Spriggs (eds.), Archaeolgy and Language IV: Language Change and Cultural Transformation, 95-122. London and New York: Routledge: Taylor & Francis Group."
,"Matisoff, James A. & Ju  Namkung (eds.). 1996. Phonological Inventories of Tibeto-Burman Languages, STEDT Monograph Series, vol. 3. Berkeley: Sino-Tibetan Etymological Dictionary and Thesaurus Project. , Matisoff, James. 2003. Handbook of Proto-Tibeto-Burman. Berkeley: University of California. ISBN 0-520-09843-9"
,"Matisoff, James A. 1972. The Loloish Tonal Split Revisited. Berkeley, CA: Center for South and Southeast Asian Studies."
,"Matisoff, James A. 2006. Genetic versus Contact Relationship: Prosodic Diffusibility in South-East Asian Languages. In Alexandra Y Aikhenvald & R. M. W. Dixon (eds.), Areal Diffusion and Genetic Inheritance: Problems in Comparative Linguistics, 291-327. USA: Oxford University Press."
,"McAlpin, David. 1980. Is Brahui really Dravidian?, Berkeley Linguistic Society, vol. 6 , pp 66-72 ."
,"McAlpin, David. 1981. Proto-Elamo-Dravidian: The evidence and its implications. Philadelphia : The American Philosophical Society."
,"McElhanon, K A. 1975. North-Eastern Trans-New Guinea Phylum Languages. In Stephen A Wurm (ed.),  Papuan languages and the New Guinea linguistic scene: New Guinea area languages and language study, vol. 1, 527-567. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University."
,"McGregor, William B & Alan  Rumsey. 2009. Worrorran Revisited: The Case for Genetic Relations among Languages of the Northern Kimberley Region of Western Australia. Canberra: Pacific Linguistics. ISBN 9780858835993"
,"McGregor, William B & Bronwyn  Stokes. 2003. Classification and Subclassification of the Nyulnyulan Languages. In Nicholas  Evans (ed.), The Non-Pama-Nyungan Languages of Northern Australia: Comparative Studies of the Continent's Most Linguistically Complex Region, 29-74. Canberra: Pacific Linguistics. ISBN 085883538"
,"McGregor, William B. 1988. Handbook of Kimberley languages, volume 1: General information. Canberra: Pacific Linguistics."
,"McGregor, William B. 2008. The Origin of Noun Classes in Worrorran Languages. In Claire  Bowern, Bethwyn  Evans & Luisa  Miceli (eds.), Morphology and Language History, vol. 298, 185-200. Amsterdam: John Benjamins."
,"McGregor, William B. 2008. The Origin of Noun Classes in Worrorran Languages. In Claire  Bowern, Bethwyn  Evans & Luisa  Miceli (eds.), Morphology and Language History, vol. 298, 185-200. Amsterdam: John Benjamins. , McGregor, William B & Alan  Rumsey. 2009. Worrorran Revisited: The Case for Genetic Relations among Languages of the Northern Kimberley Region of Western Australia. Canberra: Pacific Linguistics. ISBN 9780858835993, McGregor, William B. 1988. Handbook of Kimberley languages, volume 1: General information. Canberra: Pacific Linguistics. , Multiple sources Integrated by The LINGUIST List. , 2011. AUSTLANG: Australian Indigenous Languages Database. http://austlang.aiatsis.gov.au/main.php.  (19 October, 2009.), Tindale, Norman B. 1974. Aboriginal tribes of Australia, their terrain, environmental controls, distribution, limits, and proper names. With four sheet map. Berkeley & Canberra: University of California Press. , Dousset, Laurent. AusAnthrop: Research and resources on Aboriginal Australia. http://www.ausanthrop.net/index.php.  (19 October, 2009.)"
,"Menges, Karl Heinrich & Aurélien  Sauvageot. 1964. Ural-Altaic Languages, A New Survey of Universal Knowledge Encyclopaedia Britannica, vol. 22, 886-887. Chicago: Encyclopaedia Britannica, Inc., William Benton."
,"Merlan, Francesca. 2003. The Genetic Position of Mangarrayi: Evidence from Nominal Prefixation. In Nicholas  Evans (ed.), The Non-Pama-Nyungan Languages of Northern Australia: Comparative Studies of the Continent's Most Linguistically Complex Region, 353-367. Canberra: Pacific Linguistics. ISBN 085883538"
,"Migliazza, Ernest. 1985. Languages of the Orinoco-Amazon region: current status, South American Indian languages: retrospect and prospect, 41-3. Austin: University of Texas Press. , Campbell, Lyle. 1997. American Indian Languages: The Historical Linguistics of Native America, 205. Oxford: Oxford University Press. ISBN 0195094271"
,"Militarev, Alexander. 2005. Once more about glottochronology and the comparative method: the Omotic-Afrasian case. In , 339-408. Moscow: RSUH Publishers."
,"Miller, Roy Andrew. 1971. Japanese and the Other Altaic Languages, 42-47. ISBN 0226527190"
,"Mills, Roger F. 1991. Tanimbar-Kei: An Eastern Indonesian Subgroup, Currents in Pacific Linguistics: Papers o Austronesian languages and ethnolinguistics in honour of George W. Grace, vol. Series C - 117, 241-263. Canberra: Pacific Linguistics."
Mithun-1999[327],"Mithun, Marianne. 1999. The Languages of Native North America, 327. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[341],"Mithun, Marianne. 1999. The Languages of Native North America, 341. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[344],"Mithun, Marianne. 1999. The Languages of Native North America, 344. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[348],"Mithun, Marianne. 1999. The Languages of Native North America, 348. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[369],"Mithun, Marianne. 1999. The Languages of Native North America, 369. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[377],"Mithun, Marianne. 1999. The Languages of Native North America, 377. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[382],"Mithun, Marianne. 1999. The Languages of Native North America, 382. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[389],"Mithun, Marianne. 1999. The Languages of Native North America, 389. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[393],"Mithun, Marianne. 1999. The Languages of Native North America, 393. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[395],"Mithun, Marianne. 1999. The Languages of Native North America, 395. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[396],"Mithun, Marianne. 1999. The Languages of Native North America, 396. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[414-417],"Mithun, Marianne. 1999. The Languages of Native North America, 414-417. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[418],"Mithun, Marianne. 1999. The Languages of Native North America, 418. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[430],"Mithun, Marianne. 1999. The Languages of Native North America, 430. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[431],"Mithun, Marianne. 1999. The Languages of Native North America, 431. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[435],"Mithun, Marianne. 1999. The Languages of Native North America, 435. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[438],"Mithun, Marianne. 1999. The Languages of Native North America, 438. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[441],"Mithun, Marianne. 1999. The Languages of Native North America, 441. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[455],"Mithun, Marianne. 1999. The Languages of Native North America, 455. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[461],"Mithun, Marianne. 1999. The Languages of Native North America, 461. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[473],"Mithun, Marianne. 1999. The Languages of Native North America, 473. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[477],"Mithun, Marianne. 1999. The Languages of Native North America, 477. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[482-484],"Mithun, Marianne. 1999. The Languages of Native North America, 482-484. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[485],"Mithun, Marianne. 1999. The Languages of Native North America, 485. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[498],"Mithun, Marianne. 1999. The Languages of Native North America, 498. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[501],"Mithun, Marianne. 1999. The Languages of Native North America, 501. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[519],"Mithun, Marianne. 1999. The Languages of Native North America, 519. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[525],"Mithun, Marianne. 1999. The Languages of Native North America, 525. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[535],"Mithun, Marianne. 1999. The Languages of Native North America, 535. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[539],"Mithun, Marianne. 1999. The Languages of Native North America, 539. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[549],"Mithun, Marianne. 1999. The Languages of Native North America, 549. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[560],"Mithun, Marianne. 1999. The Languages of Native North America, 560. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[564-66],"Mithun, Marianne. 1999. The Languages of Native North America, 564-66. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[567],"Mithun, Marianne. 1999. The Languages of Native North America, 567. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[574],"Mithun, Marianne. 1999. The Languages of Native North America, 574. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[577],"Mithun, Marianne. 1999. The Languages of Native North America, 577. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999[603],"Mithun, Marianne. 1999. The Languages of Native North America, 603. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
Mithun-1999,"Mithun, Marianne. 1999. The Languages of Native North America. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
,"Mortensen, David. 2004. The Development of Tone Sandhi in Western Hmongic: A New Hypothesis."
,Multiple sources Integrated by The LINGUIST List.
,"Multiple sources Integrated by The LINGUIST List. , Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.), Dousset, Laurent. AusAnthrop: Research and resources on Aboriginal Australia. http://www.ausanthrop.net/index.php.  (19 October, 2009.), 2011. AUSTLANG: Australian Indigenous Languages Database. http://austlang.aiatsis.gov.au/main.php.  (19 October, 2009.), Tindale, Norman B. 1974. Aboriginal tribes of Australia, their terrain, environmental controls, distribution, limits, and proper names. With four sheet map. Berkeley & Canberra: University of California Press. , Chadwick, Neil. 1997. The Barkly and Jaminjungan Languages: a Non-Contiguous Genetic Grouping in North Australia. In Darrell T Tryon & Michael  Walsh (eds.), Boundary Rider: Essays in Honour of Geoffrey O'Grady, 95-106. Canberra: Pacific Linguistics. , Harvey, Mark. 2008. Proto Mirndi: A Discontinuous Language Family in Northern Australia. Canberra: Pacific Linguistics. ISBN 9780858835887, Green, Ian  & Rachel  Nordlinger. 2004. Revisiting Proto-Mirndi. In Claire  Bowern & Harold  Koch (eds.), Australian Languages: The classification and comparative method, vol. 249, 291-311. Amsterdam: John Benjamins."
,"Multiple sources Integrated by The LINGUIST List. , Steinbauer, Dieter H. 1999. Neues Handbuch des Etruskischen. St Katharinen: Scripta Mercaturae Verlag. ISBN 3-89590-080-x, Rix, Helmut. 1998. Rätisch und Etruskisch. Innsbruck: Institut für Sprachwissenschaft der Universität Innsbruck. ISBN 3851246705"
,"Multiple sources Integrated by The LINGUIST List. , Vovin, Alexander. 2006. Tungusic Languages. In Keith  Brown & Sarah  Ogilvie (eds.),  Concise Encyclopedia of Languages of the World, 1103–1105. Amsterdam and Boston: Elsevier. ISBN 9780080877747"
,"Murdock, George P. 1964. Genetic Classification of the Austronesian Languages: A Key to Oceanic Culture History, Ethnology, 2 edn., vol. 3, 117-126."
,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 74-77. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 85. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 89-90. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 96-98. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, vol. 1. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
,"Newman, Paul. 1990. Nominal and Verbal Plurality in Chadic. Dordrecht: Foris."
,"Nikolaev, Sergei L. 1991. Sino-Caucasian Languages in America, Dene-Sino-Caucasian Languages. Materials from the First International Interdisciplinary Symposium on Language and Prehistory, Ann Arbor, 8-12 November, 1988. , Bochum Publications in Evolutionary Cultural Semiotics, vol. 32, 42-66. Bochum: Bochumer Universitätsverlag. ISBN 3934453554, 9783934453555"
,"Norquest, Peter K. 2007. A Phonological Reconstruction of Proto-Hlai."
,"O'Grady, Geoffrey N, Florence Marie Robinett Voegelin & Charles Frederick Voegelin. 1966. Languages of the World: Indo-Pacific Fascicle Six, Anthropological Linguistics, 2 edn., vol. 8, 1-161. Bloomington: Indiana University."
,"Ohiri-Aniche, Chinyere. 1999. Langugage diversification in the Akoko area of Western Nigeria. In Roger  Blench & Matthew  Spriggs (eds.), Archaeolgy and Language IV: Language Change and Cultural Transformation, 79-94. London and New York: Routledge: Taylor & Francis Group."
,"Orel, Vladimir E & Olga V. Stolbova. 1995. Hamito-Semetic Etymological Dictionary. Leiden: Brill. ISBN 9004100512"
,"Oshodi, Boluwaji. 2012. The Arigidi Cluster: An Internal Re-classification, ms."
,"Ostapirat, Weera. 1999. Proto-Kra, 265."
,"Ostapirat, Weera. 2005. Kra-Dai and Austronesian: Notes on phonological correspondences and vocabulary distribution. In Roger  Blench, Laurent  Sagart & Alicia  Sanchez-Mazas (eds.), The Peopling of East Asia: Putting together archaeology, linguistics and genetics, 107-131. New York: Routledge. ISBN 0-415-32242-1"
,"Ozanne-Rivierre, Francoise. 1995. Structural Changes in the Languages of Northern New Caledonia, Oceanic Linguistics, vol. 34:1, 44-72."
,"Patrie, James. 1982. The Genetic Relationship of the Ainu Language, 114-122. ISBN 0824807243"
,"Pawley, Andrew K & Timoci  Sayaba. 1971. Fijian Dialect Divisions: Eastern and Western Fijian, The Journal of the Polynesian Society, No. 4 edn., vol. 80, 405-436. University of Auckland: The Polynesian Society."
,"Pawley, Andrew K. 1966. Polynesian Languages: A Subgrouping Based on Shared Innovations in Morphology, The Journal of the Polynesian Society, no. 1 edn., vol. 75, 39-64. University of Auckland: The Polynesian Society. , Pawley, Andrew K. 1967. The Relationships of Polynesian Outlier Languages, The Journal of the Polynesian Society, no. 3 edn., vol. 76, 259-296. University of Auckland: The Polynesian Society."
,"Pawley, Andrew K. 1972. On the internal relationships of eastern Oceanic languages, Studies in Oceanic Culture History, vol. 3, 1-142. Honolulu, Hawaii: Bernice Pauahi Bishop Museum, Department of Anthropology."
,"Pawley, Andrew K. 1996. On the Position of Rotuman, Reconstruction, classification, description; Festschrift in honor of Isidore Dyen, 259. Hamburg: Abera Verlag."
,"Pawley, Andrew K. 2005. The Chequered Career of the Trans New Guinea Hypothesis: Recent Research and its Implications. In Richard  Attenborough, Jack  Golson, Robert  Hide & Andrew K Pawley (eds.), Papuan Pasts: Cultural, Linguistic and Biological Histories of Papuan-Speaking Peoples, 67–107. Canberra: Pacific Linguistics. ISBN 0858835622"
,"Pawley, Andrew K. 2011. On the Position of Bugotu and Gela in the Guadalcanal-Nggelic Subgroup of Oceanic, Oceanic Linguistics, no. 1 edn., vol. 50, 1-24."
,"Pedersen, Holger. 1931. The Discovery of Language, 102-105. Bloomington: Indiana University Press."
,"Peiros, Ilia. 1998. Comparative Linguistics in Southeast Asia, vol. 142. Canberra: Pacific Linguistics, Series C."
,"Peiros, Ilia. 2008. The Formosan language family. In Roger  Blench, Marie  Lin, Ilia  Peiros, Malcolm D. Ross & Alicia  Sanchez-Mazas (eds.), Past Human Migrations in East Asia Matching archaeology, linguistics and genetics, 182-210. London and New York: Routledge: Taylor and Francis Group."
,"Phillips, Audra. 1996. Dialect Comparison Among the Pwo Karen of Central Thailand."
,"Pinnow, Heinz-Jürgen. 1959. Versuch einer Historischen Lautlehre der Kharia-Sprache, 1-6. Wiesbaden: Otto Harrassowitz."
,"Poppe, Nicholas. 1960. Vergleichende Grammatik der Altaischen Sprachen, 1-8."
,"Powell, J. W. 1891. Indian Linguistic Families of America North of Mexico, 1-142. Washington D.C.: Government Printing Office."
,"Powell, J. W. 1891. Indian Linguistic Families of America North of Mexico, 45-46. Washington D.C.: Government Printing Office."
,"Prost, André. 1953. Les langues mandé-sud du groupe mana-busa, vol. 26. Dakar: Mémoires de l'Institut Français d'Afrique Noire."
,"Purnell, Herbert. 1970. Toward a Reconstruction of Proto-Miao-Yao."
,"Radloff, Leopold. 1861. Über die Sprache der Tschuktschen und ihr Verhältniss zum Korjakischen."
,"Ramstedt, G. J. 1957. Einführung in die altaische Sprachwissenschaft."
,"Rask, R. K. 1834. Samlede Tildels Forhen Utrykte Afhandlinger."
,"Reid, Lawrence Andrew. 1981. Austronesian High Order Subgrouping."
,"Reid, Lawrence Andrew. 1994. Unravelling the linguistic histories of Philippine Negritos. In Tom E. Dutton & Darrell T Tryon (eds.), Language Contact and Change in the Austronesian World, 443-475. New York: Mouten de Gruyter."
,"Rensch, Calvin R. 1976. Comparative Otomanguean Phonology, 350. Bloomington, Indiana: Indiana University."
,"Ross, Malcolm D. . Notes on the prehistory and internal subgrouping of Malayic. In John  Bowden & Nikolaus P. Himmelmann (eds.), Papers in Austronesian Subgrouping, 97-109. Canberra: Pacific Linguistics. ISBN 0029-8115"
,"Ross, Malcolm D. 1988. Proto Oceanic and the Austronesian Languages of Western Melanesia. Canberra: Pacific Linguistics, Research School of Paciific Studies. , Ross, Malcolm D. 1988. Western Oceanic. In Malcolm D. Ross, Proto Oceanic and the Austronesian Languages of Western Melanesia, 346-394. Canberra: Pacific Linguistics, Research School of Paciific Studies."
,"Ross, Malcolm D. 1992. The Position of Gumawana among the Languages of the Papuan Tip Cluster, Language and Linguistics in Melanesia, vol. 23, 139-165."
,"Ross, Malcolm D. 1994. Some current issues in Austronesian linguistics. In Darrell T Tryon (ed.), Comparative Austronesian Dictionary: An Introduction to Austronesian Studies, vol. 1, 45-120. Berlin: Mouton de Gruyter."
,"Ross, Malcolm D. 2001. Is there an East Papuan phylum?: Evidence from pronouns. In Andrew K Pawley, Malcolm D. Ross & Darrell T Tryon (eds.), The Boy from Bundaberg: Studies in Melanesian Linguistics in Honour of Tom Dutton, vol. 514, 301-321. Canberra: Pacific Linguistics, Research School of Pacific and Asian Studies."
,"Ross, Malcolm D. 2005. Pronouns as a preliminary diagnostic for grouping Papuan languages. In Richard  Attenborough, Jack  Golson, Robert  Hide & Andrew K Pawley (eds.), Papuan Pasts: Cultural, Linguistic and Biological Histories of Papuan-Speaking Peoples, 15-66. Canberra: Pacific Linguistics. ISBN 0858835622"
,"Ross, Malcolm D. 2009. Proto Austronesian verbal morphology: a reappraisal. In K. Alexander  Adelaar & Andrew K Pawley (eds.), Austronesian historical linguistics and culture history: a festschrift for Robert Blust, Pacific Linguistics, vol. 601, 295-326. Canberra: Pacific Linguistics."
,"Rossini, C Conti. 1926. Lingue Nilotiche, vol. 11, 70-168."
,"Rottland, Franz. 1982. Die südnilotischen Sprachen: Beschreibung, Vergleichung und Rekonstruktion, 19-31. Berlin: Dietrich Reimer Verlag."
,"Rubin, Aaron D. 2007. The Subgrouping of the Semitic Languages, Language and Linguistics Compass, vol. 2, 79-102."
,"Ruhlen, Merritt  & Sergej A. Starostin. 1994. Proto-Yeniseian Reconstructions, with Extra-Yeniseian Comparisons. In Merritt  Ruhlen, On the Origin of Languages: Studies in Linguistic Taxonomy, 70–92. Stanford, California: Stanford University Press. ISBN 9780804728058"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 135-136. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 141-148. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 167. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 301. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 302-316. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 320-324. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 325-27. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 328,64-71. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 328-329. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 329. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 337-338. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 362-364. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 365. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 366-377. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 366-377. Stanford: Stanford University Press. ISBN 0-8047-1894-6, Mithun, Marianne. 1999. The Languages of Native North America, 539. Cambridge: Cambridge University Press. ISBN 0-521-23228-7, Comrie, Bernard , Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.). 2005. The World Atlas of Language Structures. New York: Oxford University Press. ISBN 0199255911, Campbell, Lyle. 1997. American Indian Languages: The Historical Linguistics of Native America, 134. Oxford: Oxford University Press. ISBN 0195094271, Fennig, Charles D., M. Paul Lewis & Gary  Simons (eds.). 2013. Ethnologue: Languages of the World, Seventeenth edition, Ethnologue: Languages of the World.  http://www.ethnologue.com.  (09 April, 2013.)"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 64-71, 328. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 71-75. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
,"Ruhlen, Merritt. 1991. The Amerind Phylum and the Prehistory of the New World. In Sydney M. Lamb & E. Douglas Mitchell (eds.), Sprung from Some Common Source, 328-350. Stanford, California: Stanford University Press."
,"Sagart, Laurent. 2004. The Higher Phylogeny of Austronesian and the Position of Tai-Kadai, Oceanic Linguistics, no. 2 edn., vol. 43, 411-444."
,"Sagart, Laurent. 2005. Sino-Tibetan-Austronesian: An updated and improved argument. In Roger  Blench, Laurent  Sagart & Alicia  Sanchez-Mazas (eds.), The Peopling of East Asia: Putting together archaeology, linguistics and genetics, 161-176. New York: Routledge. ISBN 0-415-32242-1, Sagart, Laurent. 2002. Sino-Tibetan-Austronesian: An updated and improved argument, Ninth International Conference on Austronesian Linguistics, 14."
,"Sagart, Laurent. 2005. Tai-Kadai as a subgroup of Austronesian. In Roger  Blench, Laurent  Sagart & Alicia  Sanchez-Mazas (eds.), The Peopling of East Asia: Putting together archaeology, linguistics and genetics, 271-280. New York: Routledge. ISBN 0-415-32242-1"
,"Salminen, Tapani. 1994. Uralic (Finno-Ugrian) languages. http://www.helsinki.fi/~tasalmin/fu.html.  (27 August, 2013.)"
,"Salminen, Tapani. 2007. Europe and North Asia. In Christopher  Moseley, Encyclopedia of the World's Endangered Languages, 1 edn., 211-280. Abingdon: Routledge. ISBN 070071197X"
